사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차
2022-06,7호선,2729,건대입구,319120,340821,53235,48500
2022-06,7호선,2730,뚝섬유원지,233903,220562,44385,44025
2022-06,7호선,2731,청담,443677,508582,72406,69584
2022-06,7호선,2732,강남구청,386235,435672,48122,49289
2022-06,7호선,2733,학동,550416,591040,57688,54896
2022-06,7호선,2734,논현,448807,484052,43000,43169
2022-06,7호선,2735,반포,135149,131044,33067,31701
2022-06,7호선,2736,고속터미널,427392,336462,72994,63184
2022-06,7호선,2737,내방,317833,326793,64774,62860
2022-06,7호선,2738,이수,378653,365673,76743,72515
2022-06,7호선,2739,남성,243331,219881,68171,67044
2022-06,7호선,2740,숭실대입구(살피재),306129,304697,58250,60732
2022-06,7호선,2741,상도,252596,243503,58295,55636
2022-06,7호선,2742,장승배기,189729,181293,62106,63083
2022-06,7호선,2743,신대방삼거리,342789,317778,84108,85779
2022-06,7호선,2744,보라매,191173,189775,36055,36739
2022-06,7호선,2745,신풍,253286,238146,71523,71790
2022-06,7호선,2746,대림(구로구청),206724,208866,36002,35005
2022-06,7호선,2747,남구로,353174,373408,58008,58297
2022-06,7호선,2748,가산디지털단지,1009940,1007531,83005,78395
2022-06,7호선,2749,철산,489956,500023,96085,94902
2022-06,7호선,2750,광명사거리,472950,459727,140254,145153
2022-06,7호선,2751,천왕,258209,242601,54023,53500
2022-06,7호선,2752,온수(성공회대입구),241127,226655,38403,36323
2022-06,7호선,2753,까치울,1,0,0,0
2022-06,7호선,2756,신중동,0,0,1,0
2022-06,7호선,2758,상동,1,0,0,0
2022-06,7호선,2761,부평구청,1,0,0,0
2022-06,8호선,2811,암사,416649,357608,99523,98033
2022-06,8호선,2812,천호(풍납토성),334590,400051,78936,75960
2022-06,8호선,2813,강동구청,217753,224803,61298,61135
2022-06,8호선,2814,몽촌토성(평화의문),141192,146257,31843,31511
2022-06,8호선,2815,잠실(송파구청),350963,426707,67958,66751
2022-06,8호선,2816,석촌,163957,195424,47004,50564
2022-06,8호선,2817,송파,180441,176649,56115,55673
2022-06,8호선,2818,가락시장,150139,173218,57131,58036
2022-06,8호선,2819,문정,483416,511533,55708,55300
2022-06,8호선,2820,장지,399632,382269,76144,72135
2022-06,8호선,2821,복정,227495,191396,39253,35084
2022-06,8호선,2822,산성,123198,121070,30483,33416
2022-06,8호선,2823,남한산성입구(성남법원.검찰청),318666,285209,76760,73956
2022-06,8호선,2824,단대오거리,231379,220682,69833,67177
2022-06,8호선,2825,신흥,85827,94087,34426,35674
2022-06,8호선,2826,수진,108793,97464,44215,43280
2022-06,8호선,2827,모란,84715,71396,52726,40939
2022-06,8호선,2828,남위례,123536,128852,24850,25257
2022-06,9호선,4101,개화,58088,40386,13349,10885
2022-06,9호선,4102,김포공항,221362,338456,19958,24712
2022-06,9호선,4103,공항시장,61253,64974,23655,26026
2022-06,9호선,4104,신방화,146256,139159,44165,44364
2022-06,9호선,4105,마곡나루(서울식물원),308862,308986,31587,30885
2022-06,9호선,4106,양천향교,222424,226212,43903,43588
2022-06,9호선,4107,가양,456785,442530,123819,120665
2022-06,9호선,4108,증미,155665,148532,39974,40828
2022-06,9호선,4109,등촌,236111,221113,76249,76573
2022-06,9호선,4110,염창,415850,395867,69664,68492
2022-06,9호선,4111,신목동,96658,80987,22065,20513
2022-06,9호선,4112,선유도,202723,192069,28155,27364
2022-06,9호선,4113,당산,452840,457909,63561,59431
2022-06,9호선,4114,국회의사당,354154,374340,49490,43877
2022-06,9호선,4115,여의도,690723,666985,46163,42579
2022-06,9호선,4116,샛강,140333,137722,27516,26503
2022-06,9호선,4117,노량진,639180,628480,81621,82388
2022-06,9호선,4118,노들,101310,82659,31132,28727
2022-06,9호선,4119,흑석(중앙대입구),186994,191190,53158,53327
2022-06,9호선,4120,동작(현충원),55475,46637,23381,22664
2022-06,9호선,4121,구반포,24759,25761,10433,10260
2022-06,9호선,4122,신반포,84871,83934,21389,21521
2022-06,9호선,4123,고속터미널,357462,481223,59758,69370
2022-06,9호선,4124,사평,83038,78903,20979,20856
2022-06,9호선,4125,신논현,809134,806475,53113,50891
2022-06,공항철도 1호선,4201,서울역,253826,241692,33926,29529
2022-06,공항철도 1호선,4202,공덕,59091,80400,7498,9037
2022-06,공항철도 1호선,4203,홍대입구,313487,318979,17489,16376
2022-06,공항철도 1호선,4204,디지털미디어시티,348960,321583,24724,23397
2022-06,공항철도 1호선,4206,마곡나루(서울식물원),225388,219346,14374,14507
2022-06,공항철도 1호선,4207,김포공항,349026,187416,25964,16477
2022-06,공항철도 1호선,4208,계양,274920,253928,30703,28727
2022-06,공항철도 1호선,4209,검암,171187,169675,16827,16966
2022-06,공항철도 1호선,4210,청라국제도시,187579,176893,13412,13260
2022-06,공항철도 1호선,4211,운서,190716,193936,28796,29051
2022-06,공항철도 1호선,4212,공항화물청사,51732,55958,8803,8577
2022-06,공항철도 1호선,4213,인천공항1터미널,179603,171464,21312,20779
2022-06,공항철도 1호선,4215,인천공항2터미널,85684,76347,9455,8965
2022-06,공항철도 1호선,4217,영종,77678,78250,21595,21380
2022-06,9호선2~3단계,4126,언주,257411,264238,27359,27012
2022-06,9호선2~3단계,4127,선정릉,236514,262462,24513,25298
2022-06,9호선2~3단계,4128,삼성중앙,165563,174475,23342,23288
2022-06,9호선2~3단계,4129,봉은사,464862,484512,48787,46567
2022-06,9호선2~3단계,4130,종합운동장,108132,109097,18166,16879
2022-06,9호선2~3단계,4131,삼전,159667,150598,34322,33315
2022-06,9호선2~3단계,4132,석촌고분,140931,134701,32975,33026
2022-06,9호선2~3단계,4133,석촌,213533,186698,35140,30087
2022-06,9호선2~3단계,4134,송파나루,119262,128679,25668,26787
2022-06,9호선2~3단계,4135,한성백제,60402,54969,15470,13958
2022-06,9호선2~3단계,4136,올림픽공원(한국체대),189680,188598,29827,30174
2022-06,9호선2~3단계,4137,둔촌오륜,24922,22361,6067,6479
2022-06,9호선2~3단계,4138,중앙보훈병원,215744,186076,73370,71732
2022-06,우이신설선,4701,북한산우이,58535,53000,34504,35828
2022-06,우이신설선,4702,솔밭공원,42482,37271,28274,29651
2022-06,우이신설선,4703,4.19민주묘지,56275,54138,34889,30800
2022-06,우이신설선,4704,가오리,71753,67299,46509,47920
2022-06,우이신설선,4705,화계,57175,49709,39978,40267
2022-06,우이신설선,4706,삼양,30870,30546,25932,28366
2022-06,우이신설선,4707,삼양사거리,36609,35727,33921,33617
2022-06,우이신설선,4708,솔샘,123891,110373,37646,38871
2022-06,우이신설선,4709,북한산보국문,133021,119840,40912,41303
2022-06,우이신설선,4710,정릉,92057,78667,44387,41146
2022-06,우이신설선,4711,성신여대입구(돈암),67796,81002,27287,26506
2022-06,우이신설선,4712,보문,29730,29588,14052,14170
2022-06,우이신설선,4713,신설동,33246,34538,26620,23942
2022-06,신림선,4401,샛강,43697,59993,13891,15172
2022-06,신림선,4402,대방,39672,28181,10930,8960
2022-06,신림선,4403,서울지방병무청,40443,43316,16333,17686
2022-06,신림선,4404,보라매,53622,49400,17654,15021
2022-06,신림선,4405,보라매공원,33497,36733,12589,14205
2022-06,신림선,4406,보라매병원,108218,113374,36471,34737
2022-06,신림선,4407,당곡,67329,63441,24803,23951
2022-06,신림선,4408,신림,32979,45402,14286,15472
2022-06,신림선,4409,서원,54559,46712,17717,17687
2022-06,신림선,4410,서울대벤처타운,123769,120482,46688,47814
2022-06,신림선,4411,관악산(서울대),55565,57858,43807,44369
